Id,Predicted
0,55.40221969725062
1,63.7933893082752
2,52.23365351587451
3,58.06779820904908
4,48.1562561726054
5,51.67825053341085
6,72.84874803005178
7,65.04018405907995
8,48.71207404841659
9,52.189926354004115
10,57.88879546363095
11,51.06186275462004
12,57.195623604794875
13,57.75870828350078
14,52.42982207174471
15,56.389460785457025
16,67.44821849459642
17,52.90789051947587
18,71.41678646424317
19,57.88044857232083
20,50.195251922612776
21,54.22041630488244
22,64.47619187435454
23,72.51929204072769
24,74.50284331664739
25,54.88273624017926
26,49.778037285453344
27,61.996405462520634
28,61.287652191180584
29,76.26710819926956
30,60.77365710648629
31,81.46789697900527
32,50.903206681118306
33,55.576676275969696
34,84.09066771497064
35,47.45186623255754
36,64.69902863267806
37,61.84279848530923
38,63.01273310929455
39,65.48194630423608
40,46.63044232326646
41,52.04596507242073
42,48.85935748540892
43,60.810669335761396
44,64.78231500822926
45,77.15784734485939
46,56.74645558567986
47,48.93025832845926
48,59.04342470635283
49,49.328792722269284
50,57.124701170878225
51,69.22631732855197
52,74.70901141706467
53,62.75717039707917
54,59.985432613861335
55,47.362961806767395
56,53.341876778832464
57,50.65675351291341
58,49.540554569594136
59,64.78083681407692
60,79.40871064944888
61,56.01785602539813
62,61.48674493004865
63,63.3187006698156
64,62.48016143297767
65,66.07714362987542
66,72.20058333126848
67,46.031913080062466
68,60.713251014816976
69,54.17483382344232
70,69.01535149528154
71,56.844051012402616
72,76.96945470183475
73,65.26670866817138
74,68.2177587143378
75,56.169996126766264
76,67.54060016710474
77,72.50059861769755
78,76.56231049571286
79,66.33850895524519
80,51.92983019844259
81,50.294828696457664
82,47.6431869775391
83,78.54019806840915
84,54.138467377901236
85,65.3017404368924
86,51.64399823894135
87,51.83146313821362
88,53.42029942764625
89,67.06846681430596
90,66.3927086581787
91,52.87893958017818
92,76.44820535586474
93,65.63789258170615
94,50.23910305640338
95,53.912129739897196
96,54.137498493696434
97,73.64411182532798
98,54.66332736871418
99,56.55655869843454
100,65.29775103531892
101,61.27348822199322
102,71.59449746972093
103,52.20754812638381
104,67.35544174442863
105,72.39370788092478
106,58.57654215230008
107,61.615597476081625
108,57.906039050347516
109,70.71754272877128
110,59.72009301858802
111,69.68722512276722
112,49.49746281631193
113,70.93523202438195
114,74.81674896293318
115,61.18212871420663
116,49.824733104672546
117,52.902608730744596
118,67.07922669610684
119,68.02146561702202
120,57.86447777252141
121,57.54702517095882
122,53.98827404226095
123,48.78967587890304
124,51.644051082855825
125,66.05201236374523
126,45.30034494947696
127,51.61253993145926
128,53.13053113872971
129,47.65754843135109
130,75.88877897723546
131,64.57859421655694
132,54.822882834226505
133,50.62691829540431
134,54.462831196262755
135,55.430331038055584
136,65.91047350067664
137,48.859232705333405
138,43.21028518502672
139,50.35716804789749
140,50.834317932250684
141,53.59879313697257
142,52.98491003120175
143,48.14017825212021
144,74.47041425437811
145,66.96540808906268
146,68.39094062432514
147,49.36021285377171
148,71.08186304438728
149,64.15759757316333
150,55.4932690124061
151,68.97772237800085
152,55.194778406362275
153,47.964023309697744
154,65.47481414235332
155,68.34169184306202
156,52.10089406047659
157,65.85723826530412
158,49.31868392187746
159,71.82412969804662
160,70.74439640521082
161,57.66469222281135
162,80.86497435045192
163,55.38069233803262
164,51.87435952248429
165,48.68038633585714
166,58.50131288415657
167,66.791233731454
168,77.84363166254553
169,66.18805539714027
170,55.126155776244836
171,59.97565063371318
172,55.43082139583388
173,47.05710828935076
174,70.86715087049733
175,58.28001522212839
176,53.288030269234476
177,70.42070432354326
178,53.36269419792558
179,50.81631159234662
180,59.85831737723934
181,73.96721388007542
182,55.61741413691432
183,60.08517738640225
184,75.92658312780114
185,69.15581544807961
186,54.098659189578235
187,47.64067743722149
188,52.955479461571514
189,64.87840056986758
190,50.32382562635782
191,57.88349078310084
192,71.733159426768
193,58.8109819625827
194,56.00798483827436
195,48.388547772445555
196,52.68892616245962
197,48.17003899311832
198,45.23497109423333
199,52.99945097536657
200,59.6472607202866
201,60.832181418215974
202,46.17782360436772
203,52.45996632257402
204,74.08861773943643
205,66.9527235028507
206,57.865453862182775
207,53.301782824450044
208,57.22509258167748
209,46.762160167079784
210,65.23259380498449
211,59.74394625234207
212,52.00703468150814
213,70.92498042504859
214,58.750043526241974
215,58.51169240539936
216,42.81762322562073
217,72.45588077967902
218,83.6722841264254
219,60.4944212001722
220,70.341788698792
221,46.75226378937083
222,58.14759321043915
223,48.18016830075095
224,52.49454457745215
225,52.952238797663114
226,74.15086455806073
227,55.03530865938879
228,68.15044134991805
229,51.80565096030345
230,50.21697311912135
231,52.86228064563259
232,70.09795690239662
233,53.473116718230074
234,54.372440989558214
235,80.0987054124145
236,67.94315944922971
237,58.105437477385266
238,54.70156970345342
239,67.30154949365705
240,64.10860401012965
241,67.25357367268094
242,50.00189194813467
243,59.836540374257986
244,65.93384800651555
245,49.10207479859568
246,54.898159013555514
247,57.54493453455856
248,56.70736067701003
249,56.125058648405016
250,50.64074598179912
251,49.896670306070206
252,55.70358019777766
253,70.3183731678681
254,61.46669605814701
255,52.82757603170059
256,54.82276470931099
257,63.26345966381524
258,66.85061895241371
259,48.57401028896594
260,50.602495020468055
261,54.69042245248866
262,77.47954573688567
263,47.08132618276255
264,61.943958103924615
265,66.8735674005879
266,53.720503304613985
267,56.16085669684909
268,66.17603210551441
269,45.84537371450993
270,61.46772327862571
271,49.44915091849612
272,67.44905410121636
273,49.26130754590585
274,55.34754714027504
275,53.47402713735512
276,63.62189249590645
277,79.89282922622449
278,43.13284897685048
279,73.05938805892511
280,56.023041245746406
281,78.88728842431433
282,58.988251040863155
283,68.7288874125973
284,47.157240989743734
285,50.33438756888778
286,49.26998989567545
287,71.16843003548324
288,71.1041809545001
289,63.661645264351534
290,51.640317308639624
291,59.920371631001686
292,61.35443598572215
293,50.28876297814543
294,61.197582911606204
295,61.68661863062792
296,54.60910408288398
297,76.83448978063217
298,61.854700486761374
299,68.1557617279657
300,49.24392270438856
301,66.01400690003007
302,64.89038334464033
303,59.2179430358872
304,53.604752207068856
305,69.13578413072017
306,61.60574582117699
307,78.77289039939076
308,52.248535288647616
309,44.22035690195922
310,55.584898966056315
311,52.987205439781086
312,73.79426428463745
313,49.81491017914946
314,54.629672938680905
315,60.241888046898254
316,61.50756867617056
317,65.51729164927552
318,75.59780025780475
319,61.100256170017175
320,69.40822891027803
321,48.40949764231422
322,55.58173122053476
323,50.10261701177663
324,75.10415243858853
325,67.86279430261436
326,59.7418607919773
327,63.044625953509026
328,61.07098601720446
329,49.17440028339236
330,48.71450357220641
331,58.726296139241605
332,58.38228956063348
333,65.88912671406082
334,60.315921854293094
335,62.13305153219629
336,50.242835766133176
337,79.52816438969336
338,59.7504193816007
339,69.93344371448632
340,48.76547948744247
341,59.4745599321881
342,71.37301174254532
343,51.90001451645555
344,42.04007761247451
345,67.70733491599113
346,52.69133526127212
347,56.93358534937467
348,53.63632365058528
349,56.8686347022926
350,64.81465822448082
351,52.43511344651848
352,61.47683106420655
353,55.36864750579852
354,56.85526352218206
355,54.62752984214575
356,68.88422198423008
357,54.907554879264886
358,67.95236325539764
359,64.22483603316695
360,53.304465865895004
361,58.15058776821442
362,50.35325262283636
363,60.53939686842034
364,52.364172434837116
365,70.22220066164462
366,61.282089303289666
367,67.3581806917083
368,53.2813966091463
369,61.384074985523114
370,52.70102786648918
371,46.894290642585965
372,79.54314479771647
373,50.00450922911385
374,59.951271180501294
375,73.3639838671857
376,74.45818433953606
377,58.416495506489774
378,56.88897156389768
379,60.74213333913727
380,61.33502375907839
381,54.247406647748704
382,68.49848070422806
383,47.720134683101854
384,59.254118748543235
385,51.76454998602652
386,65.21509112281198
387,52.53471509221022
388,69.7997520814599
389,47.236645671133026
390,57.76107417828727
391,60.58749753714019
392,65.57855501437166
393,81.95565060933941
394,70.5983785684436
395,59.9376848186051
396,55.19574384467072
397,53.09685132105663
398,54.07076982829017
399,71.50434893849626
400,60.56058612838191
401,51.221126051772835
402,77.5432168479283
403,71.58364946005922
404,49.805680107868604
405,70.59549451287808
406,56.94926047419536
407,49.63971760882473
408,54.99781728741772
409,65.91922922057891
410,72.79259681570953
411,62.03949626918356
412,54.13914509945915
413,49.76791871421589
414,68.22212219049236
415,51.411792088369
416,57.686516947545044
417,51.35971557195949
418,51.31377682889287
419,77.76551590778952
420,59.516757278844366
421,53.405786243521156
422,55.073902241976896
423,50.70221568621083
424,52.53935040425924
425,52.3734169668229
426,48.376254240333715
427,60.77132747993611
428,54.05088273826975
429,69.52185441348276
430,60.00510282072622
431,69.58622232028097
432,65.12036563526814
433,53.92568765643515
434,58.06953223110809
435,57.021504825114775
436,66.52694419382108
437,49.457518154575524
438,44.39544006711327
439,56.11611908511495
440,52.65409387811375
441,50.80037789354314
442,50.702640686123516
443,64.76149833648424
444,60.36322151579376
445,71.0183567454988
446,57.46203712434068
447,66.41299436661218
448,75.7248803803244
449,70.59075570342955
450,74.27418629460539
451,72.50513694254708
452,59.83766383854957
453,47.84521036567245
454,66.00747376884556
455,53.532516152413
456,49.87208976330065
457,55.26634781305176
458,42.965390194259676
459,74.2008825263155
460,50.38803201778352
461,46.50821739735857
462,69.35428652989731
463,47.7475465859257
464,61.57970929913891
465,73.8095168713571
466,52.40303844715055
467,63.11619957923318
468,50.390748238429204
469,68.60989932118056
470,82.41933971302505
471,48.1755122013243
472,57.83352513396962
473,75.73977345867605
474,56.13744379171415
475,75.05403519763962
476,58.342414045397526
